cluster_0;cluster_1;cluster_2;cluster_3;cluster_4;cluster_5;cluster_6
 5.415666e-02; 5.341968e-02; 4.123619e-02; 3.656204e-02; 5.603096e-02; 4.642375e-02; 4.301422e-02
-3.679725e-03;-4.741089e-03;-1.583086e-02;-2.504140e-03;-6.689933e-03;-1.231972e-02;-4.899920e-03
 3.718910e-04; 8.793952e-03;-5.512720e-03; 8.282294e-03;-3.340697e-03; 3.158069e-03;-3.414666e-03
-1.320139e-02;-1.198830e-02;-1.481678e-02;-2.384653e-02;-1.521754e-02;-1.729666e-02;-1.920946e-02
 1.930470e-02; 2.469012e-02; 1.715807e-02; 1.786314e-02; 2.538989e-02; 2.361211e-02; 1.905968e-02
 5.398731e-02; 5.380122e-02; 4.387498e-02; 3.830262e-02; 4.899657e-02; 5.545475e-02; 2.150832e-02
-1.243727e-02;-1.208205e-02;-3.079767e-02;-3.374800e-02;-2.154488e-02;-2.662288e-02;-2.325249e-02
 5.180341e-03; 5.442285e-03;-2.446409e-04; 1.793157e-03; 3.377974e-03; 3.789888e-03; 4.575889e-03
 2.402275e-02; 2.626218e-02; 1.736256e-02; 1.248721e-02; 2.942329e-02; 2.030450e-02; 1.965842e-02
-2.127134e-02;-2.494657e-02;-1.791573e-02;-2.184341e-02;-1.801737e-02;-2.496286e-02;-7.396811e-03
-1.515503e-02;-1.472835e-02;-3.028309e-02;-2.181591e-02;-5.970093e-03;-1.335392e-02;-1.400260e-02
 2.499250e-02; 2.350266e-02; 2.138887e-02; 6.366870e-03; 2.546268e-02; 2.245705e-02; 2.490764e-02
 4.717818e-03; 3.034788e-03;-2.808690e-03; 2.461440e-03; 1.031457e-02; 8.312165e-03; 1.151333e-02
 6.459388e-04;-2.249976e-03;-4.636598e-03;-2.893624e-03;-2.375277e-03; 1.587201e-03;-2.399715e-02
 1.123235e-02; 1.592165e-02; 9.234405e-03; 1.577331e-02; 2.267215e-02; 1.710996e-02; 3.330958e-02
 6.791202e-02; 6.991712e-02; 7.643288e-02; 4.220794e-02; 7.282913e-02; 6.823287e-02; 4.267394e-02
 8.050608e-03; 4.761401e-03;-4.699991e-03; 5.824711e-03; 1.025460e-02; 1.232456e-02; 5.360503e-03
 3.265484e-03; 3.849344e-03; 1.776226e-02; 6.519951e-03;-3.021913e-05; 3.250383e-03; 1.496469e-02
 3.240066e-02; 3.507611e-02; 3.900675e-02; 3.076566e-02; 2.637188e-02; 3.572210e-02; 4.335888e-02
-8.760341e-03;-6.453595e-03; 8.770490e-04;-3.504704e-03;-1.565442e-02;-4.582121e-03;-7.705633e-03
-6.804538e-03;-1.160258e-02;-7.814130e-03; 3.648682e-03;-8.453031e-03;-3.463095e-03;-1.320144e-02
-4.506208e-03;-1.010290e-02;-2.564181e-03; 4.355771e-03;-1.282579e-02;-1.111727e-02;-1.848960e-03
-2.165422e-02;-2.276590e-02;-2.037745e-02;-2.784431e-02;-2.652805e-02;-1.782695e-02;-3.514367e-02
 1.418660e-02; 1.373635e-02; 8.324652e-03; 1.792244e-03; 1.582585e-02; 1.425141e-02; 1.066291e-02
-2.479083e-03;-1.060173e-02; 2.080129e-02;-1.128869e-02;-6.958084e-03;-6.786163e-03; 3.582125e-03
-9.517281e-03;-6.000971e-03;-1.778503e-02;-2.941508e-02; 1.007704e-02;-7.281518e-03;-2.982458e-02
 5.169166e-03; 3.518236e-03; 8.244620e-03;-8.011661e-03; 1.319332e-02;-1.523309e-03;-2.175661e-03
-2.456317e-02;-2.523246e-02;-1.990076e-02;-1.868610e-02;-2.816603e-02;-2.132571e-02;-1.804185e-02
-1.626936e-02;-1.481630e-02;-2.360674e-02;-5.024179e-02;-1.287955e-02;-2.205626e-02;-2.338048e-02
-1.412773e-02;-1.017823e-02;-1.493094e-02;-6.543824e-03;-1.228865e-02;-1.062326e-02;-2.397196e-02
-2.588233e-02;-2.589938e-02;-3.229503e-02;-2.589099e-02;-2.866019e-02;-2.433421e-02;-2.579233e-02
-2.006461e-04;-5.281088e-04;-2.019669e-03; 4.814782e-03;-5.776255e-03;-6.083032e-03; 1.373384e-02
-2.253980e-02;-1.632158e-02;-2.059727e-02;-1.363588e-02;-1.210126e-02;-1.997475e-02; 9.742084e-03
-1.243931e-02;-1.554331e-02;-7.904287e-03; 3.722795e-03;-1.749026e-02;-1.118256e-03;-1.470756e-02
-8.054548e-03;-5.667096e-03;-9.348155e-03;-1.037132e-02;-2.873947e-03;-1.475175e-02;-2.071454e-02
-6.928154e-03;-8.894136e-03;-3.638549e-03; 2.906092e-02;-4.759878e-03; 2.911852e-03; 1.167127e-02
-2.877371e-02;-3.261308e-02;-3.246929e-02;-2.588524e-02;-3.418804e-02;-2.622079e-02;-2.451981e-02
 9.099833e-03; 2.623349e-03; 3.882463e-03;-4.636725e-03; 4.067764e-03; 1.087953e-02;-1.374326e-02
 4.455950e-02; 4.863033e-02; 3.951271e-02; 5.832907e-02; 4.568647e-02; 5.043685e-02; 6.081617e-02
-8.195908e-03;-9.140890e-03;-1.160411e-02; 2.435057e-03;-1.056609e-02;-1.228007e-02;-1.557280e-02
-2.186162e-02;-1.436789e-02;-1.858682e-02;-8.901208e-03;-1.418015e-02;-1.618102e-02;-2.289959e-02
-3.886496e-05;-6.620873e-03; 9.042818e-03; 3.433260e-03;-1.064582e-02;-5.189692e-03;-6.617054e-03
-5.701315e-03;-1.019980e-02;-1.202235e-02;-1.429831e-02;-6.651475e-03;-3.569427e-03;-2.418454e-02
-2.440740e-03; 1.586311e-03; 1.386964e-04; 1.070545e-02;-3.340129e-03; 6.747772e-03; 2.441601e-02
-2.249866e-02;-2.638667e-02;-3.143633e-02;-4.355230e-02;-2.873426e-02;-2.674226e-02;-3.695754e-02
 4.120980e-02; 4.068763e-02; 5.675742e-02; 2.332777e-02; 3.539892e-02; 4.318428e-02; 2.141566e-02
 9.257240e-03; 9.289292e-03; 1.274184e-02; 3.704200e-02; 1.119622e-02; 3.234261e-03; 5.161500e-02
-1.323012e-02;-1.134600e-02;-6.869585e-03;-1.302882e-02;-1.717583e-02;-1.383051e-02;-2.464152e-02
 1.962012e-02; 1.146702e-02; 1.262319e-02; 4.291164e-03; 1.620871e-02; 9.903288e-03; 2.368340e-02
-8.553882e-03;-7.229887e-03;-8.129102e-03;-1.157272e-02;-5.559672e-03;-1.023750e-02;-2.087542e-02
-2.921463e-02;-2.416186e-02;-3.157208e-02;-7.178819e-03;-2.786088e-02;-2.509050e-02;-2.976206e-02
 2.604750e-03; 1.155957e-03; 3.478968e-03; 2.537411e-03;-3.707261e-03;-5.581770e-03; 5.065676e-03
-1.731888e-02;-2.070544e-02;-1.698381e-02;-2.181551e-02;-1.563921e-02;-1.582438e-02; 1.593453e-03
-3.321477e-03;-8.787284e-03;-9.311291e-04; 1.222534e-02;-1.136509e-02; 1.694991e-03;-8.862952e-03
 8.814620e-04; 1.702038e-03;-7.250319e-03;-1.660398e-02;-3.528762e-03; 4.604646e-03;-9.597174e-03
-3.135116e-03; 1.102178e-03;-8.750898e-03; 5.033116e-03;-1.488978e-03;-3.595499e-04;-6.117002e-03
 1.608192e-02; 1.362130e-02; 1.997570e-02; 3.024820e-03; 1.567563e-02; 4.086156e-03; 4.632937e-03
-2.240635e-03; 2.002150e-03;-4.038597e-03;-1.181629e-02; 6.843683e-03;-1.065748e-03;-1.295511e-02
 3.792624e-02; 3.864182e-02; 4.745209e-02; 3.913891e-02; 3.375840e-02; 4.120898e-02; 4.090303e-02
 2.008183e-03; 1.822879e-03;-1.307371e-03;-1.131327e-02; 1.689652e-03;-2.633778e-03; 9.453208e-03
 8.019502e-03; 5.469082e-03; 1.343594e-02; 1.207607e-02; 1.109749e-02; 6.144522e-03; 1.533577e-02
-3.444683e-02;-3.814528e-02;-3.085972e-02;-3.431145e-02;-3.471688e-02;-3.589489e-02;-1.811604e-02
-7.182993e-03;-4.977903e-03;-1.085960e-02;-5.061957e-03;-6.946278e-03;-9.044619e-03;-1.140963e-02
-2.431912e-02;-2.362434e-02;-2.042633e-02;-2.322891e-02;-2.042986e-02;-2.125902e-02;-1.144826e-02
-7.529467e-03;-1.680938e-02; 4.370652e-03;-1.741063e-02;-2.018265e-02;-1.399760e-02;-1.464431e-02
-1.581128e-02;-1.540286e-02;-4.844331e-03; 8.797067e-03;-1.442529e-02;-6.162235e-03;-1.191248e-02
-7.632623e-03;-7.793471e-03;-1.472431e-02;-1.288325e-02;-2.615689e-03;-9.885138e-03;-1.593695e-02
 1.381314e-02; 9.454044e-03; 3.572187e-02; 4.430331e-03; 9.928540e-03; 1.053843e-02; 6.053243e-03
 1.575497e-02; 7.511039e-03; 3.813743e-02; 9.407949e-03; 6.546345e-03; 1.710395e-02; 5.812528e-03
 3.845788e-02; 3.881946e-02; 2.955529e-02; 2.914164e-02; 4.213771e-02; 3.093070e-02; 3.855109e-02
-3.683346e-03;-7.878158e-03; 9.184890e-04;-5.318049e-03;-8.453653e-03;-2.109843e-03; 1.057225e-02
-5.006308e-03;-9.374232e-03; 1.408310e-02;-1.939408e-02; 3.008760e-03;-5.397107e-04;-2.487624e-02
-1.269685e-02;-5.070048e-03;-1.636946e-02;-8.812666e-03;-6.879462e-03;-7.974485e-03;-2.390748e-02
 2.373643e-02; 2.395990e-02; 2.477299e-02; 1.202341e-03; 2.870906e-02; 2.731968e-02;-8.776196e-03
-6.035272e-03;-9.042195e-03;-1.154652e-02; 1.854953e-02;-4.556747e-03;-5.855944e-04;-6.063022e-04
 1.000238e-02; 1.560113e-03; 2.938456e-04; 9.952824e-03; 1.512276e-03;-2.751323e-03; 2.743347e-03
-3.532821e-03;-1.456250e-02;-1.325355e-02;-9.040876e-03;-4.528696e-03;-1.436601e-02; 1.192370e-02
 6.645126e-03; 1.172495e-02; 5.175312e-03;-2.159651e-03; 1.607369e-02; 6.792764e-03;-3.645252e-03
-8.549993e-04; 5.810903e-03;-3.037979e-03; 3.418451e-03; 1.238773e-02; 6.451769e-03; 3.091906e-03
-8.787970e-03;-2.596933e-03;-1.069217e-02;-9.478644e-03; 3.032927e-03;-4.559379e-03;-2.120195e-02
-1.208317e-02;-1.463474e-02;-9.407086e-03;-3.915473e-02;-2.130582e-02;-1.679424e-02;-2.950991e-02
-2.294812e-02;-2.097448e-02;-9.802120e-03;-1.736116e-02;-1.429783e-02;-2.397092e-02;-2.686347e-02
-1.009784e-02;-1.182946e-02; 9.387763e-04;-1.420850e-02;-1.430174e-02;-1.296478e-02;-1.165889e-02
 1.059498e-02; 1.183364e-02; 4.758364e-03; 1.313614e-02; 3.900140e-03; 1.528232e-02; 8.249707e-03
-5.342454e-03;-6.465243e-03;-1.439042e-02;-3.535653e-03;-1.088977e-02;-4.381704e-03; 9.754413e-03
 8.716740e-03; 6.440601e-03; 9.086622e-04; 7.311352e-03; 1.301664e-02; 1.772718e-03;-1.055709e-02
-8.289508e-03;-3.228914e-03;-1.036971e-02;-1.839265e-02;-1.014501e-02;-1.289145e-02;-2.660398e-02
-9.229686e-03;-1.063494e-02;-1.653435e-02;-1.324201e-02;-1.505198e-02;-1.848869e-02;-2.524784e-02
-6.197507e-03;-6.294704e-03; 3.963404e-03;-1.636799e-02;-8.406217e-03;-8.359068e-03;-2.255011e-02
 6.707642e-03; 2.830634e-03; 7.082652e-03; 1.812516e-02;-7.569555e-06; 1.603443e-02; 1.295884e-02
-1.235787e-02;-1.499037e-02;-6.320084e-03;-2.649225e-02;-1.810024e-02;-1.639656e-02;-2.900167e-02
 1.666197e-02; 1.716781e-02; 1.258797e-03; 6.635921e-03; 1.452912e-02; 1.476018e-02; 5.608011e-04
 8.299038e-03; 1.933338e-03; 1.783552e-02; 1.374556e-02;-2.351789e-03; 6.660888e-03;-4.156976e-03
 8.656509e-03; 1.029899e-02; 5.842023e-03; 2.206396e-02; 8.828470e-03; 1.292274e-02;-1.124018e-03
-1.278553e-03;-3.010240e-03; 6.405353e-03;-6.395849e-03; 2.844304e-03;-2.499390e-03; 7.944534e-04
-2.481065e-02;-2.233234e-02;-2.450874e-02;-2.190771e-02;-2.734912e-02;-2.575699e-02;-3.024718e-02
 3.964889e-02; 4.735068e-02; 1.401482e-02; 5.890472e-02; 3.386126e-02; 4.219423e-02; 3.205112e-02
-2.067328e-02;-1.985636e-02;-2.524174e-02;-1.305322e-02;-2.525972e-02;-2.650626e-02;-2.870669e-02
-1.357586e-03;-3.522604e-04;-2.482393e-03; 1.783898e-02;-1.122367e-03; 1.383006e-03; 1.297898e-02
-2.488778e-02;-3.002258e-02;-1.997784e-02;-2.062258e-02;-2.912581e-02;-2.611330e-02;-1.136117e-02
 4.597712e-04;-1.167935e-03;-1.154343e-02;-2.035106e-02; 6.273142e-03;-1.522538e-03;-1.799303e-02
 5.619313e-02; 5.869150e-02; 4.574614e-02; 5.041590e-02; 6.066828e-02; 4.850587e-02; 5.740736e-02
-2.169977e-03; 2.383407e-03;-1.331789e-03; 9.061502e-03;-6.285084e-03; 4.884050e-03;-3.505131e-03
-2.297126e-02;-2.114209e-02;-1.720458e-02;-2.910848e-02;-2.484935e-02;-2.882096e-02;-4.362089e-02
-1.519379e-02;-1.317107e-02;-1.123734e-02;-8.371073e-03;-9.190086e-03;-1.881390e-02;-1.646956e-02
-2.493644e-03;-3.963867e-03; 5.622618e-03;-4.358386e-03;-4.065645e-03;-4.736269e-03; 2.952531e-02
 2.617408e-02; 2.437491e-02; 4.045529e-02; 1.379580e-02; 2.664224e-02; 2.059063e-02; 7.945224e-03
-1.607102e-02;-1.620183e-02;-2.300169e-02;-2.120041e-02;-1.531467e-02;-2.372663e-02;-4.943530e-03
-4.759347e-03;-4.853032e-03;-9.401137e-03;-2.081013e-02; 1.289165e-03;-1.107000e-02;-8.998914e-03
 6.080140e-03; 8.162259e-03;-2.243343e-03; 8.278354e-03; 8.683074e-03; 7.790319e-03; 2.709312e-03
 1.901851e-02; 1.509039e-02; 1.049232e-02; 1.415232e-02; 1.333161e-02; 2.163276e-02; 5.525841e-03
-1.334339e-02;-9.810055e-03;-1.349419e-02;-1.369896e-02;-1.146206e-02;-1.650895e-02;-2.373939e-02
 3.579000e-02; 3.197399e-02; 6.460489e-02; 2.046867e-02; 4.825442e-02; 2.670387e-02; 3.620200e-02
 1.510099e-02; 9.787093e-03; 2.131554e-02; 1.315883e-02; 1.798304e-02; 9.945248e-03; 7.500548e-03
-1.525533e-02;-1.524421e-02;-3.732567e-03;-4.497051e-04;-1.684018e-02;-4.734594e-03; 1.346364e-02
-1.233155e-02;-6.650623e-03;-1.215107e-02;-3.856618e-03;-8.978284e-03;-1.299728e-02;-3.203699e-03
-2.060368e-03; 9.811861e-04; 2.833984e-03; 2.141786e-03; 3.805201e-03;-3.278955e-04;-1.265706e-02
 1.626760e-02; 2.015009e-02; 1.091738e-02; 1.528595e-02; 1.744799e-02; 2.528398e-02; 4.002338e-02
 5.926640e-02; 5.877595e-02; 6.076180e-02; 4.629482e-02; 5.933358e-02; 5.934556e-02; 4.050750e-02
-1.192093e-02;-1.388719e-02;-1.187747e-02; 1.459557e-02;-1.058646e-02;-1.016151e-02; 1.166059e-02
-3.037005e-03;-3.390781e-03;-2.811136e-03; 4.374988e-03;-3.912717e-03;-3.646340e-03;-1.515879e-03
-1.996229e-02;-1.916390e-02;-2.492046e-02;-2.689117e-02;-3.048990e-02;-2.534205e-02;-3.109580e-02
-9.881820e-03;-6.313349e-03; 7.058516e-03;-1.836797e-02;-1.238614e-02;-9.774916e-03; 3.304050e-03
-1.169526e-02;-2.065563e-02; 4.226642e-03;-2.697306e-02;-1.377474e-02;-1.988725e-02;-4.338592e-02
-7.469633e-03;-5.033184e-03; 1.420346e-02; 1.856571e-02;-1.417208e-02;-3.317635e-03; 9.942641e-03
-3.063486e-02;-3.150169e-02;-2.154175e-02;-1.585375e-02;-3.245982e-02;-2.607666e-02;-2.369010e-02
-2.445921e-02;-2.472370e-02;-1.029034e-02;-2.867195e-02;-2.468471e-02;-2.470390e-02;-3.027534e-02
 8.347946e-03; 5.008421e-03; 6.296719e-03; 1.086049e-02;-4.672874e-03; 8.458711e-03;-5.723367e-04
 2.511886e-02; 2.215814e-02; 6.682150e-02; 2.196586e-02; 2.759498e-02; 2.355833e-02; 4.950921e-02
 1.082189e-02; 8.317251e-03; 1.075108e-03;-1.302374e-02; 6.581587e-03;-9.356795e-04; 1.907375e-03
-6.071753e-03;-5.279440e-03;-5.473088e-03;-1.876346e-02;-1.787741e-03;-1.656020e-03;-2.232426e-02
-6.047768e-03; 2.036398e-03;-1.364880e-02;-3.032671e-02;-9.235043e-03;-1.300731e-02;-1.445233e-02
-9.765526e-03;-4.585521e-03;-2.041690e-02;-1.270463e-02;-4.640106e-03;-1.236442e-02;-8.202796e-03
-1.178635e-02;-1.346465e-02;-2.739029e-02;-1.460883e-02;-1.768548e-02;-1.480701e-02;-3.193485e-02
-4.547928e-03;-1.233428e-02;-1.299201e-02;-9.987578e-03;-1.582332e-02;-7.580060e-03;-2.580965e-02
-7.802054e-03;-8.134342e-03;-1.071877e-02;-1.606076e-02; 2.990749e-03;-1.128519e-02;-3.102697e-03
 2.884378e-02; 2.217675e-02; 1.306618e-02; 3.293742e-03; 1.985365e-02; 1.282069e-02; 1.000084e-02
-3.157963e-02;-3.012965e-02;-3.435719e-02;-1.764039e-02;-3.209696e-02;-2.888545e-02;-4.061531e-02
 3.644514e-02; 3.955083e-02; 2.793032e-02; 9.065835e-03; 4.651968e-02; 2.583446e-02; 3.114802e-02
 2.183180e-02; 2.716236e-02; 1.720810e-02; 1.979754e-02; 3.199138e-02; 1.787702e-02; 1.738077e-02
-1.275100e-02;-1.600742e-02;-1.286444e-02; 2.993695e-03;-2.291713e-02;-1.275514e-02; 3.421231e-03
 7.445234e-03; 9.934594e-03;-3.665912e-03; 4.693466e-03; 1.664316e-02; 7.833585e-03; 1.157427e-02
-2.449504e-02;-3.288460e-02;-2.347822e-02;-1.114764e-02;-3.267315e-02;-2.133867e-02;-1.560660e-02
-2.483122e-03; 3.627276e-03;-1.364961e-03;-9.855201e-03;-5.569333e-03;-6.451301e-03;-2.411574e-02
-2.800777e-02;-2.561484e-02;-2.454460e-02;-1.926019e-02;-3.097899e-02;-1.708916e-02;-2.003869e-02
-1.078923e-02;-6.441939e-03;-2.296996e-02;-1.538603e-02;-1.096032e-02;-1.280197e-02;-1.289966e-02
 6.642905e-02; 6.211294e-02; 5.522916e-02; 5.274884e-02; 6.530868e-02; 6.470047e-02; 4.533626e-02
-2.314118e-03;-1.262443e-03;-7.826050e-03;-1.201718e-02;-2.944630e-03;-8.838366e-03;-1.571915e-02
-5.576074e-03;-7.779569e-03;-7.865285e-03;-7.523666e-03; 2.414839e-03;-2.630361e-03;-1.535824e-02
 1.375749e-03; 2.144692e-03;-7.744895e-04;-6.954889e-03; 1.229619e-03; 3.216191e-03;-1.108385e-02
-1.901579e-02;-1.644087e-02;-1.554951e-02;-5.330042e-03;-1.560799e-02;-7.916530e-03; 6.359829e-03
-1.623586e-02;-1.611109e-02;-1.870085e-02;-2.288638e-02;-2.170819e-02;-1.640299e-02;-2.676796e-02
 5.986163e-03; 1.032824e-02; 8.394708e-04; 3.027953e-03; 8.738940e-03; 9.919696e-03; 6.660045e-03
-1.137328e-02;-1.378117e-02;-3.782075e-03;-3.092191e-02;-1.688812e-02;-1.070689e-02;-3.182906e-02
 1.955183e-03; 4.837227e-03; 1.108020e-02; 7.763200e-03; 1.165331e-03; 3.566192e-03; 2.119577e-02
-2.132867e-02;-2.442914e-02;-9.571517e-03;-3.154990e-02;-2.658559e-02;-2.698408e-02;-2.731087e-02
-8.347339e-03;-3.405185e-03;-1.017065e-02;-8.999784e-03;-7.088586e-03;-7.405145e-03;-1.892256e-02
 1.993381e-02; 9.403585e-03; 5.767458e-03; 2.578257e-02; 1.657630e-02; 1.183141e-02; 8.888620e-03
-6.565994e-03;-6.107078e-03;-2.197569e-02;-6.656763e-04;-5.659641e-03;-8.290824e-03;-9.329359e-03
 2.801984e-03; 1.417948e-03;-2.824178e-03; 2.810134e-03; 6.584999e-03;-3.611195e-03; 1.738433e-02
-2.557287e-03; 3.966319e-05;-2.920124e-03;-1.066322e-02; 1.064230e-04;-4.870367e-03;-3.803945e-03
-7.122902e-03;-2.319260e-03;-1.217843e-02;-4.138666e-03; 1.443343e-02;-5.983447e-03;-1.603052e-02
-8.597918e-03;-8.885209e-03;-1.047033e-03; 6.879670e-03;-7.127058e-03;-7.269377e-03;-5.419206e-03
-2.012305e-02;-1.368128e-02;-2.113689e-02;-2.250333e-02;-1.775917e-02;-2.500362e-02;-2.580111e-02
-4.324141e-03;-9.899450e-03; 7.699699e-03;-4.762958e-04;-1.299101e-02;-1.482256e-03;-1.962518e-02
-2.041017e-02;-1.417893e-02;-2.289880e-02;-9.053811e-03;-1.942834e-02;-1.312879e-02;-2.652033e-02
 2.925858e-03;-3.329705e-03;-9.539081e-04; 1.187300e-02; 4.378303e-03;-7.084652e-05; 2.122414e-02
 1.829290e-03; 1.469852e-03; 5.382003e-03; 1.661293e-02;-9.203948e-03; 6.823489e-03; 3.153576e-02
 5.341759e-03;-3.106402e-03;-3.267487e-03; 2.532803e-03; 3.759631e-03;-5.958371e-03; 4.118282e-03
-8.923394e-03;-1.270904e-02;-2.582089e-03;-2.875648e-02;-1.329170e-02;-2.039349e-02;-2.797519e-02
 2.644667e-03;-1.065475e-03;-2.739872e-03;-9.548647e-03; 1.163822e-02;-7.840906e-04;-5.085257e-04
 2.204460e-03; 2.472708e-03; 3.290506e-02; 2.632260e-02; 3.732567e-03;-4.710756e-04; 1.524990e-02
 7.619431e-03; 3.600926e-03; 9.098754e-04; 1.905301e-02;-3.340689e-04; 9.434909e-03; 1.164420e-02
-3.063052e-02;-3.017109e-02;-2.680934e-02;-1.222262e-02;-3.036731e-02;-2.775173e-02; 1.026034e-03
 1.085481e-02; 3.216986e-03; 1.964356e-02;-4.036478e-03; 1.555761e-02; 3.694314e-03; 2.092364e-02
-2.115789e-02;-2.759621e-02;-9.870426e-03;-1.067868e-02;-2.369144e-02;-1.713635e-02;-1.860791e-02
-1.991233e-02;-6.737838e-03;-2.368578e-02;-1.689649e-02;-1.658479e-02;-1.480283e-02; 4.640105e-03
 2.967137e-02; 2.446124e-02; 4.512295e-02; 2.389079e-02; 2.292981e-02; 2.108135e-02; 3.740938e-02
-3.005115e-02;-3.279601e-02;-2.250706e-02;-1.194675e-02;-2.703672e-02;-2.475775e-02;-3.340453e-02
 2.510787e-02; 2.796014e-02; 2.324808e-02; 1.500643e-02; 3.662413e-02; 1.598338e-02; 1.894939e-02
-3.468210e-03;-1.362591e-03; 8.881061e-03; 6.135944e-03;-1.358913e-02;-1.339755e-03; 5.217479e-03
-1.078212e-02;-1.121156e-02;-6.140598e-03; 1.122498e-02;-1.626065e-02;-1.074853e-02;-5.941353e-04
-2.055203e-02;-1.498471e-02;-2.299118e-03;-1.131914e-02;-2.063251e-02;-1.687573e-02; 2.400960e-03
 1.245315e-02; 1.449849e-02; 2.680374e-02; 2.687308e-02; 1.485496e-02; 1.235631e-02; 3.120924e-02
 6.844055e-03; 9.811363e-03; 2.987056e-03; 8.366829e-03; 2.183383e-02; 7.556673e-03;-8.888488e-03
 2.505830e-03; 5.744115e-03; 9.493279e-03; 8.212731e-03; 5.858754e-03; 5.535933e-03;-6.176903e-03
-2.424102e-02;-2.967928e-02;-3.595146e-02;-3.436513e-02;-3.172018e-02;-2.133301e-02;-2.450595e-02
-1.291470e-02;-1.295165e-02;-1.398205e-02;-1.000523e-03;-1.970187e-02;-1.126598e-02;-1.002668e-02
-1.211700e-03;-4.879345e-03; 1.858432e-02;-9.806339e-03;-4.601649e-03; 1.651753e-03;-1.435327e-02
 9.092883e-03; 8.360296e-03; 3.632383e-03; 6.084383e-04; 1.534726e-02; 4.004866e-03; 2.493064e-02
-2.005888e-02;-2.029102e-02;-2.128098e-02;-1.441343e-02;-1.375101e-02;-9.493612e-03;-1.337744e-02
-1.868825e-02;-1.879378e-02;-1.770526e-02; 5.687365e-03;-1.769664e-02;-1.953583e-02; 2.027675e-02
-7.435782e-03;-6.936153e-03; 5.810074e-03;-1.692384e-02;-9.928514e-03;-5.141381e-03;-5.116356e-03
 4.765162e-03; 3.959923e-03;-1.077228e-02; 5.692659e-03;-5.559859e-03; 3.586916e-03; 1.986254e-03
 3.314583e-02; 3.042371e-02; 3.182073e-02; 2.987038e-02; 2.618679e-02; 2.758269e-02; 3.003973e-02
