"dataset";"trait";"gene_list";"cluster";"median.genes";"median.umi";"median.score_genetic";"neg.log10.p.val_genetic";"neg.log10.p.val.adj_genetic";"median.score_drugs";"neg.log10.p.val_drugs";"neg.log10.p.val.adj_drugs"
"brain_human_151673";"ADHD";"all_genes";"cluster_8";1469;2435;-0.0118877392189139;0.0320277132832209;0;"-0.0588397668394822";"0.000477939050880344";"0"
"brain_human_151673";"AHD";"all_genes";"cluster_0";1896;3537;0.0110650265527418;0.7120178918885;0;"0.0246748059806847";"1.13731589895889";"0.183073389519563"
"brain_human_151673";"AHD";"all_genes";"cluster_1";2256.5;4729;0.0187335817516983;0.953158236439153;0;"0.030796332739834";"1.323349817652";"0.369107308212671"
"brain_human_151673";"AHD";"all_genes";"cluster_2";2695;6045;0.00478840045155754;0.519892702003582;0;"0.0402972359517234";"1.64401757008374";"0.689775060644415"
"brain_human_151673";"AHD";"all_genes";"cluster_3";1670.5;3043.5;0.00287079036720622;0.445554267273044;0;"-0.0259811166879487";"0.0116628620548541";"0"
"brain_human_151673";"AHD";"all_genes";"cluster_4";2424;5384;0.0146517721672416;0.819057846490132;0;"0.0318952933523196";"1.33634250188721";"0.38209999244789"
"brain_human_151673";"AHD";"all_genes";"cluster_5";1213;1970;0.00719340382171776;0.605241650114152;0;"0.0145937867713011";"0.829488368755654";"0"
"brain_human_151673";"AHD";"all_genes";"cluster_6";2634;5759;0.0129805609645769;0.757501998978478;0;"0.036437366955408";"1.50588883325842";"0.551646323819095"
"brain_human_151673";"AHD";"all_genes";"cluster_7";2079;4106;0.0110932832637715;0.625661729225981;0;"-0.0539960906266163";"0";"0"
"brain_human_151673";"AHD";"all_genes";"cluster_8";1469;2435;0.00584518651868535;0.549024975121405;0;"-0.00409725408071307";"0.291112891470246";"0"
"brain_human_151673";"ALS";"all_genes";"cluster_0";1896;3537;0.00279769071156198;0.481266358350088;0;"0.039435405321124";"1.52437223895243";"0.570129729513108"
"brain_human_151673";"ALS";"all_genes";"cluster_1";2256.5;4729;0.0134947023548489;0.773185856988139;0;"0.0391460532601023";"1.46222433220359";"0.507981822764264"
"brain_human_151673";"ALS";"all_genes";"cluster_2";2695;6045;-0.00183828747912351;0.347990579028758;0;"0.0517133659359224";"1.85391539159862";"0.8996728821593"
"brain_human_151673";"ALS";"all_genes";"cluster_3";1670.5;3043.5;-0.00077984277172044;0.369513855850039;0;"-0.0110399059352191";"0.166705038337465";"0"
"brain_human_151673";"ALS";"all_genes";"cluster_4";2424;5384;0.00990764844641151;0.677204154590542;0;"0.0404460752669237";"1.49218755558103";"0.537945046141707"
"brain_human_151673";"ALS";"all_genes";"cluster_5";1213;1970;0.000426502477573448;0.432899382081205;0;"0.0267213954319376";"1.15001016958709";"0.195767660147769"
"brain_human_151673";"ALS";"all_genes";"cluster_6";2634;5759;0.00700382459221358;0.575978901859375;0;"0.0472399605676539";"1.73287169887385";"0.778629189434524"
"brain_human_151673";"ALS";"all_genes";"cluster_7";2079;4106;0.00446774534132657;0.44932600380758;0;"-0.0379081180643543";"0.00802039951301207";"0"
"brain_human_151673";"ALS";"all_genes";"cluster_8";1469;2435;0.00523236743961833;0.533917556858663;0;"0.00786646606302946";"0.62953033767827";"0"
"brain_human_151673";"ALZ";"all_genes";"cluster_0";1896;3537;0.00126993985278701;0.392159682919873;0;"0.0067334622629336";"0.597094597932458";"0"
"brain_human_151673";"ALZ";"all_genes";"cluster_1";2256.5;4729;0.00100589765965678;0.383043086155964;0;"0.0149972440418248";"0.81734352394082";"0"
"brain_human_151673";"ALZ";"all_genes";"cluster_2";2695;6045;0.00442193174920266;0.482056224251784;0;"0.0294152838259432";"1.23886761412113";"0.284625104681806"
"brain_human_151673";"ALZ";"all_genes";"cluster_3";1670.5;3043.5;0.00681068560921964;0.545655960129908;0;"-0.0236547765950939";"0.02296030696101";"0"
"brain_human_151673";"ALZ";"all_genes";"cluster_4";2424;5384;0.00457000943309699;0.485894292801425;0;"0.015474310056765";"0.832726092528687";"0"
"brain_human_151673";"ALZ";"all_genes";"cluster_5";1213;1970;0.00691565143963588;0.570937418944166;0;"0.00601226112229572";"0.599332790503631";"0"
"brain_human_151673";"ALZ";"all_genes";"cluster_6";2634;5759;-0.00229346880702086;0.292473251178926;0;"0.0175972193272674";"0.889117185010442";"0"
"brain_human_151673";"ALZ";"all_genes";"cluster_7";2079;4106;0.00920970978452174;0.593162757227738;0;"-0.0435402996660037";"0.000956404650974279";"0"
"brain_human_151673";"ALZ";"all_genes";"cluster_8";1469;2435;0.00464241736137502;0.488561138650861;0;"-0.00895736607024711";"0.183934756536959";"0"
"brain_human_151673";"ASD";"all_genes";"cluster_0";1896;3537;0.0283270152308956;2.43184170320987;1.47759919377054;"-0.00144900454185937";"0.414582697768362";"0"
"brain_human_151673";"ASD";"all_genes";"cluster_1";2256.5;4729;0.0290216683894392;2.48152948739898;1.52728697795965;"0.0164481517437993";"0.88979050992346";"0"
"brain_human_151673";"ASD";"all_genes";"cluster_2";2695;6045;0.0364534465434351;3.3979834359489;2.44374092650958;"0.0354642879407513";"1.24646036838396";"0.292217858944631"
"brain_human_151673";"ASD";"all_genes";"cluster_3";1670.5;3043.5;0.00734162608745069;0.672480167089585;0;"-0.0500902768193285";"0.000738854938513879";"0"
"brain_human_151673";"ASD";"all_genes";"cluster_4";2424;5384;0.0308846477673541;2.85391539159862;1.8996728821593;"0.0172976808410908";"0.902092356282713";"0"
"brain_human_151673";"ASD";"all_genes";"cluster_5";1213;1970;0.021860487143419;1.86332286012046;0.909080350681131;"-0.00423256627163185";"0.352953998560308";"0"
"brain_human_151673";"ASD";"all_genes";"cluster_6";2634;5759;0.0327181223086581;3.00004342727686;2.04580091783754;"0.012973483726198";"0.773185856988139";"0"
"brain_human_151673";"ASD";"all_genes";"cluster_7";2079;4106;-0.00560116099600516;0.155131553364722;0;"-0.0882098119805899";"0";"0"
"brain_human_151673";"ASD";"all_genes";"cluster_8";1469;2435;0.0191183404058738;1.60559174645065;0.651349237011322;"-0.0211860584439116";"0.0667586549281679";"0"
"brain_human_151673";"BIP";"all_genes";"cluster_0";1896;3537;0.00102293832490179;0.358470174098687;0;"0.212273763473472";"4.00004342727686";"3.04580091783754"
"brain_human_151673";"BIP";"all_genes";"cluster_1";2256.5;4729;-0.000700902082938992;0.297871476419151;0;"0.241652337833745";"4.00004342727686";"3.04580091783754"
"brain_human_151673";"BIP";"all_genes";"cluster_2";2695;6045;0.00415514702111702;0.486027246876213;0;"0.242721704557696";"4.00004342727686";"3.04580091783754"
"brain_human_151673";"BIP";"all_genes";"cluster_3";1670.5;3043.5;-0.00779685077810248;0.122384183165254;0;"0.170797707466536";"4.00004342727686";"3.04580091783754"
"brain_human_151673";"BIP";"all_genes";"cluster_4";2424;5384;0.000505794100854023;0.338136134510842;0;"0.241853436373942";"4.00004342727686";"3.04580091783754"
"brain_human_151673";"BIP";"all_genes";"cluster_5";1213;1970;-0.00344320836619913;0.217785853613561;0;"0.218520358434946";"4.00004342727686";"3.04580091783754"
"brain_human_151673";"BIP";"all_genes";"cluster_6";2634;5759;-0.00155785301451597;0.267569249995669;0;"0.225361380153477";"4.00004342727686";"3.04580091783754"
"brain_human_151673";"BIP";"all_genes";"cluster_7";2079;4106;-0.0118828063123539;0.0687890208604492;0;"0.138186490976058";"4.00004342727686";"3.04580091783754"
"brain_human_151673";"BIP";"all_genes";"cluster_8";1469;2435;0.00025989271644683;0.338041547886946;0;"0.17654735682881";"4.00004342727686";"3.04580091783754"
"brain_human_151673";"EPI";"all_genes";"cluster_0";1896;3537;0.145033849113359;4.00004342727686;3.04580091783754;"0.439921153654356";"4.00004342727686";"3.04580091783754"
"brain_human_151673";"EPI";"all_genes";"cluster_1";2256.5;4729;0.153901691252787;4.00004342727686;3.04580091783754;"0.426342723837988";"4.00004342727686";"3.04580091783754"
"brain_human_151673";"EPI";"all_genes";"cluster_2";2695;6045;0.155026390545188;4.00004342727686;3.04580091783754;"0.40322560290175";"4.00004342727686";"3.04580091783754"
"brain_human_151673";"EPI";"all_genes";"cluster_3";1670.5;3043.5;0.105129303310766;4.00004342727686;3.04580091783754;"0.51246393451351";"4.00004342727686";"3.04580091783754"
"brain_human_151673";"EPI";"all_genes";"cluster_4";2424;5384;0.154180611281297;4.00004342727686;3.04580091783754;"0.403745970549691";"4.00004342727686";"3.04580091783754"
"brain_human_151673";"EPI";"all_genes";"cluster_5";1213;1970;0.136293956775705;4.00004342727686;3.04580091783754;"0.470040465440564";"4.00004342727686";"3.04580091783754"
"brain_human_151673";"EPI";"all_genes";"cluster_6";2634;5759;0.155133344245808;4.00004342727686;3.04580091783754;"0.414044853881217";"4.00004342727686";"3.04580091783754"
"brain_human_151673";"EPI";"all_genes";"cluster_7";2079;4106;0.0798123381629461;4.00004342727686;3.04580091783754;"0.500666327239274";"4.00004342727686";"3.04580091783754"
"brain_human_151673";"EPI";"all_genes";"cluster_8";1469;2435;0.120955374251339;4.00004342727686;3.04580091783754;"0.479202714998116";"4.00004342727686";"3.04580091783754"
"brain_human_151673";"INS";"all_genes";"cluster_0";1896;3537;0.00234636517584211;0.443258644969837;0;"-0.00886638434933752";"0.214713592266096";"0"
"brain_human_151673";"INS";"all_genes";"cluster_1";2256.5;4729;-0.00223559746617211;0.313764749209662;0;"0.00936323372147013";"0.714036305197388";"0"
"brain_human_151673";"INS";"all_genes";"cluster_2";2695;6045;-0.00798626972179692;0.17598270985821;0;"0.0257078871342605";"1.07370098065121";"0.119458471211883"
"brain_human_151673";"INS";"all_genes";"cluster_3";1670.5;3043.5;0.0103056821181191;0.659599312436744;0;"-0.0689473592244917";"0";"0"
"brain_human_151673";"INS";"all_genes";"cluster_4";2424;5384;-0.00517303487025914;0.241358577394422;0;"0.0127003389836041";"0.792139896890811";"0"
"brain_human_151673";"INS";"all_genes";"cluster_5";1213;1970;-0.00890554642404176;0.166641298045004;0;"-0.0157674545366285";"0.107503622618227";"0"
"brain_human_151673";"INS";"all_genes";"cluster_6";2634;5759;0.00165549665679468;0.412781577584328;0;"0.00363668227632244";"0.523066961517336";"0"
"brain_human_151673";"INS";"all_genes";"cluster_7";2079;4106;0.0134802786705013;0.699447943386899;0;"-0.115878599959998";"0";"0"
"brain_human_151673";"INS";"all_genes";"cluster_8";1469;2435;0.00134081856329396;0.413118719132042;0;"-0.0405444689945081";"0.0022639964112587";"0"
"brain_human_151673";"MDD";"all_genes";"cluster_0";1896;3537;0.00283150249454824;0.478905343572826;0;"0.239673467290571";"4.00004342727686";"3.04580091783754"
"brain_human_151673";"MDD";"all_genes";"cluster_1";2256.5;4729;0.00388616288452895;0.50868173344259;0;"0.274514064826396";"4.00004342727686";"3.04580091783754"
"brain_human_151673";"MDD";"all_genes";"cluster_2";2695;6045;0.00594129011631478;0.562768629866739;0;"0.264148412532084";"4.00004342727686";"3.04580091783754"
"brain_human_151673";"MDD";"all_genes";"cluster_3";1670.5;3043.5;-0.0143624826111942;0.0970077304883654;0;"0.186649499687216";"4.00004342727686";"3.04580091783754"
"brain_human_151673";"MDD";"all_genes";"cluster_4";2424;5384;0.00345916584785988;0.4973432519663;0;"0.270781850860408";"4.00004342727686";"3.04580091783754"
"brain_human_151673";"MDD";"all_genes";"cluster_5";1213;1970;-0.00542393177097711;0.266765893344281;0;"0.242596641639609";"4.00004342727686";"3.04580091783754"
"brain_human_151673";"MDD";"all_genes";"cluster_6";2634;5759;0.00629834638417209;0.561659320242149;0;"0.255630579495669";"4.00004342727686";"3.04580091783754"
"brain_human_151673";"MDD";"all_genes";"cluster_7";2079;4106;-0.0244745250120185;0.0370588429598656;0;"0.148462348861556";"4.00004342727686";"3.04580091783754"
"brain_human_151673";"MDD";"all_genes";"cluster_8";1469;2435;-0.009614443577363;0.165432006554175;0;"0.211720426955171";"4.00004342727686";"3.04580091783754"
"brain_human_151673";"MS";"all_genes";"cluster_0";1896;3537;-0.0210907963956356;0.0134508204546517;0;"0.17454041656364";"4.00004342727686";"3.04580091783754"
"brain_human_151673";"MS";"all_genes";"cluster_1";2256.5;4729;-0.0240338057372938;0.00563828058769622;0;"0.19467838034512";"4.00004342727686";"3.04580091783754"
"brain_human_151673";"MS";"all_genes";"cluster_2";2695;6045;-0.0227154362232498;0.00757827946881936;0;"0.194869814290276";"4.00004342727686";"3.04580091783754"
"brain_human_151673";"MS";"all_genes";"cluster_3";1670.5;3043.5;-0.0177484320035047;0.0363028084189786;0;"0.132917604554251";"4.00004342727686";"3.04580091783754"
"brain_human_151673";"MS";"all_genes";"cluster_4";2424;5384;-0.0236531077834142;0.00603439415324939;0;"0.191418356091414";"4.00004342727686";"3.04580091783754"
"brain_human_151673";"MS";"all_genes";"cluster_5";1213;1970;-0.0200326523269025;0.0148415689122909;0;"0.173409102066639";"4.00004342727686";"3.04580091783754"
